timestamp_ms,temp,hum,pres,gas_kohm,label
8799,20.21,20.02,1026.01,36.3,normal
10207,20.09,19.99,1026.02,42.91,normal
11616,20.03,19.95,1026.02,49.32,normal
13025,19.99,19.89,1026.02,53.96,normal
14434,19.98,19.85,1026.02,58.35,normal
15843,19.97,19.81,1026.01,61.82,normal
17252,19.98,19.78,1026.01,64.53,normal
18661,19.99,19.74,1026.01,67.28,normal
20070,20,19.71,1026,69.41,normal
21479,20.01,19.66,1026.01,71.39,normal
22888,20.02,19.63,1026.01,73.16,normal
24297,20.04,19.59,1026.02,74.83,normal
25706,20.05,19.58,1026.01,75.9,normal
27115,20.06,19.57,1026.02,77.48,normal
28524,20.07,19.58,1026.02,78.05,normal
29933,20.09,19.59,1026.02,79.35,normal
31342,20.1,19.6,1026.02,80.1,normal
32751,20.11,19.6,1026.02,81.01,normal
34160,20.12,19.61,1026.02,81.55,normal
35569,20.13,19.61,1026.01,82.58,normal
36978,20.14,19.61,1026.01,83.14,normal
38387,20.15,19.62,1026.02,83.31,normal
39796,20.16,19.65,1026.02,83.96,normal
41205,20.17,19.69,1026.02,84.8,normal
42614,20.18,19.74,1026.03,84.63,normal
44023,20.18,19.8,1026.03,85.13,normal
45432,20.19,19.84,1026.04,85.99,normal
46841,20.2,19.88,1026.04,85.91,normal
48250,20.2,19.9,1026.04,86.87,normal
49659,20.21,19.92,1026.05,86.78,normal
51068,20.21,19.93,1026.04,87.04,normal
52477,20.22,19.95,1026.04,87.49,normal
53886,20.22,19.95,1026.04,88.21,normal
55295,20.23,19.95,1026.03,88.4,normal
56704,20.23,19.95,1026.03,89.32,normal
58113,20.23,19.94,1026.03,89.04,normal
59522,20.23,19.91,1026.02,89.42,normal
60931,20.23,19.87,1026.02,90.27,normal
62340,20.23,19.84,1026.01,90.17,normal
63749,20.23,19.82,1026.01,90.17,normal
65158,20.23,19.79,1026.01,90.65,normal
66567,20.23,19.78,1026.02,91.14,normal
67976,20.23,19.76,1026.01,91.14,normal
69385,20.24,19.76,1026.01,91.72,normal
70794,20.24,19.75,1026.01,91.92,normal
72203,20.24,19.74,1026.01,92.12,normal
73612,20.24,19.74,1026.01,91.92,normal
75021,20.25,19.73,1026.01,92.22,normal
76430,20.25,19.71,1026.01,92.32,normal
77839,20.25,19.7,1026.01,94.27,normal
79248,20.24,19.68,1026.01,94.48,normal
80657,20.24,19.65,1026.01,94.69,normal
82066,20.24,19.6,1026.01,94.59,normal
83475,20.24,19.54,1026.01,94.9,normal
84884,20.24,19.49,1026.01,95.43,normal
86293,20.24,19.46,1026.01,95.54,normal
87702,20.24,19.44,1026.01,95.7,normal
89111,20.24,19.44,1026.01,95.75,normal
90520,20.24,19.45,1026.01,96.13,normal
91929,20.24,19.46,1026,95.43,normal
93338,20.24,19.45,1026.01,96.19,normal
94747,20.24,19.46,1026.01,96.29,normal
96156,20.24,19.47,1026.01,96.46,normal
97565,20.24,19.47,1026.01,96.57,normal
113493,21.04,21.13,1026.04,27.29,normal
114902,20.87,21.07,1026.03,34.15,normal
116311,20.77,20.98,1026.02,40.35,normal
117720,20.72,20.89,1026.02,45.71,normal
119129,20.69,20.8,1026.02,51.21,normal
120538,20.68,20.72,1026.02,54.9,normal
121947,20.68,20.66,1026.03,58.27,normal
123356,20.68,20.66,1026.04,60.76,normal
124765,20.69,20.7,1026.04,63.52,normal
126174,20.7,20.72,1026.05,65.27,normal
127583,20.71,20.72,1026.05,67.39,normal
128992,20.73,20.71,1026.05,69.08,normal
130401,20.74,20.69,1026.05,70.56,normal
131810,20.75,20.66,1026.05,71.81,normal
133219,20.76,20.66,1026.05,72.85,normal
134628,20.77,20.67,1026.04,73.73,normal
136037,20.78,20.78,1026.04,74.12,normal
137446,20.79,20.94,1026.04,74.96,normal
138855,20.8,21.08,1026.04,75.9,normal
140264,20.81,21.17,1026.03,76.78,normal
141673,20.82,21.22,1026.03,77.27,normal
143082,20.82,21.23,1026.02,78.26,normal
144491,20.83,21.21,1026.01,78.77,normal
145900,20.84,21.19,1026.01,79.65,normal
147309,20.84,21.15,1026.01,80.33,normal
148718,20.85,21.1,1026,80.71,normal
150127,20.85,21.03,1026,81.4,normal
151536,20.85,20.94,1026,82.18,normal
152945,20.86,20.86,1026,82.66,normal
154354,20.86,20.79,1026,83.22,normal
155763,20.86,20.73,1026,83.63,normal
157172,20.86,20.67,1026,83.88,normal
158581,20.86,20.63,1026,84.38,normal
159990,20.87,20.59,1026,84.63,normal
161399,20.87,20.57,1026,85.05,normal
162808,20.87,20.55,1026,85.3,normal
164217,20.88,20.54,1026,85.65,normal
165626,20.88,20.52,1026,85.91,normal
167035,20.88,20.49,1026.01,86.69,normal
168444,20.88,20.45,1026.01,86.78,normal
169853,20.88,20.41,1026.01,86.96,normal
171262,20.88,20.37,1026.01,87.4,normal
172671,20.88,20.35,1026.01,87.58,normal
174080,20.88,20.34,1026.01,87.67,normal
175489,20.89,20.38,1026.01,87.58,normal
176898,20.89,20.44,1026.01,87.58,normal
178307,20.89,20.52,1026.01,87.94,normal
179716,20.89,20.59,1026,87.49,normal
181125,20.9,20.67,1026,87.58,normal
182534,20.9,20.76,1026.01,87.58,normal
183943,20.91,20.83,1026.01,87.85,normal
185352,20.91,20.88,1026.01,88.03,normal
186761,20.91,20.93,1026.01,88.03,normal
188170,20.92,20.99,1026.01,87.94,normal
189579,20.92,21.05,1026.01,88.12,normal
190988,20.92,21.09,1026.01,88.12,normal
192397,20.93,21.11,1026.02,88.58,normal
193806,20.93,21.14,1026.02,88.58,normal
195215,20.93,21.17,1026.01,88.95,normal
196624,20.93,21.19,1026.02,88.95,normal
198033,20.93,21.22,1026.01,88.95,normal
199442,20.94,21.24,1026.02,89.14,normal
200851,20.94,21.27,1026.02,89.42,normal
202260,20.94,21.29,1026.02,89.32,normal
252440,20.07,21.17,1026.01,33.85,normal
253849,19.99,21.12,1026.01,41.98,normal
255258,19.96,21.04,1026.01,50.04,normal
256667,19.95,20.97,1026,56.57,normal
258076,19.96,20.9,1026,61.82,normal
259485,19.97,20.85,1026,65.93,normal
260894,19.99,20.79,1026.01,69.64,normal
262303,20.02,20.74,1026.02,72.85,normal
263712,20.04,20.69,1026,74.7,normal
265121,20.06,20.66,1026,76.71,normal
266530,20.08,20.62,1025.99,78.19,normal
267939,20.09,20.54,1025.99,78.7,normal
269348,20.11,20.52,1026,79.13,normal
270757,20.12,20.64,1026,80.48,normal
272166,20.13,20.77,1026,81.4,normal
273575,20.15,20.93,1026,81.63,normal
274984,20.16,21.11,1026.01,82.9,normal
276393,20.17,21.21,1026,84.13,normal
277802,20.18,21.3,1026,85.05,normal
279211,20.19,21.35,1025.99,85.65,normal
280620,20.2,21.35,1025.99,85.99,normal
282029,20.21,21.28,1025.99,87.4,normal
283438,20.22,21.18,1025.99,88.03,normal
284847,20.23,21.08,1026,88.21,normal
286256,20.23,20.97,1025.99,89.32,normal
287665,20.24,20.87,1026,89.79,normal
289074,20.25,20.79,1025.99,90.46,normal
290483,20.25,20.71,1025.99,90.46,normal
291892,20.26,20.64,1025.99,90.65,normal
293301,20.26,20.56,1025.99,91.53,normal
294710,20.27,20.49,1026,91.14,normal
296119,20.27,20.43,1026,91.92,normal
297528,20.28,20.38,1026,91.82,normal
298937,20.29,20.34,1026.01,92.22,normal
300346,20.29,20.3,1026.01,93.86,normal
301755,20.3,20.25,1026.01,91.92,normal
303164,20.3,20.21,1026,94.06,normal
304573,20.31,20.18,1026,94.59,normal
305982,20.31,20.19,1025.99,94.43,normal
307391,20.31,20.22,1025.99,94.38,normal
308800,20.32,20.24,1025.98,94.64,normal
310209,20.32,20.26,1025.98,94.95,normal
311618,20.32,20.26,1025.99,95.49,normal
313027,20.33,20.25,1025.99,96.19,normal
314436,20.33,20.24,1026,95.59,normal
315845,20.33,20.23,1026,96.4,normal
317254,20.33,20.23,1026.01,96.08,normal
318663,20.34,20.22,1026.02,96.4,normal
320072,20.34,20.21,1026.02,96.51,normal
321481,20.34,20.2,1026.03,96.95,normal
322890,20.34,20.18,1026.03,96.95,normal
324299,20.35,20.16,1026.03,96.95,normal
325708,20.35,20.14,1026.03,96.95,normal
327117,20.35,20.13,1026.03,97.56,normal
328526,20.35,20.13,1026.03,97.23,normal
329935,20.36,20.11,1026.02,97.73,normal
331344,20.36,20.11,1026.02,97.67,normal
332753,20.36,20.1,1026.02,97.45,normal
334162,20.36,20.09,1026.02,97.62,normal
335571,20.36,20.06,1026.01,98.23,normal
336980,20.36,20.03,1026.01,98.52,normal
338389,20.36,20.02,1026.01,98.63,normal
339798,20.36,20.02,1026.01,98.92,normal
341207,20.36,19.99,1026,98.97,normal
442078,20.1,20.74,1026.01,42.1,normal
443487,19.95,20.72,1026.01,51.9,normal
444896,19.86,20.65,1026.01,59.78,normal
446305,19.81,20.59,1026.02,65.83,normal
447714,19.78,20.52,1026.02,70.5,normal
449123,19.78,20.46,1026.02,74.44,normal
450532,19.78,20.42,1026.02,77.69,normal
451941,19.79,20.36,1026.02,79.72,normal
453350,19.8,20.32,1026.02,82.02,normal
454759,19.82,20.28,1026.02,84.13,normal
456168,19.84,20.25,1026.02,85.3,normal
457577,19.86,20.21,1026.02,86.87,normal
458986,19.87,20.19,1026.01,87.67,normal
460395,19.89,20.19,1026.01,88.12,normal
461804,19.9,20.24,1026.01,88.95,normal
463213,19.91,20.25,1026.01,90.27,normal
464622,19.92,20.23,1026.01,90.84,normal
466031,19.93,20.19,1026.01,91.23,normal
467440,19.93,20.14,1026.01,91.92,normal
468849,19.94,20.09,1026.01,93.86,normal
470258,19.95,20.05,1026.01,94.69,normal
471667,19.96,20.02,1026.01,94.38,normal
473076,19.97,20,1026.02,95.11,normal
474485,19.98,19.98,1026.02,95.75,normal
475894,19.99,19.97,1026.02,96.29,normal
477303,20,19.95,1026.03,96.29,normal
478712,20,19.95,1026.03,95.86,normal
480121,20.01,19.94,1026.04,96.73,normal
481530,20.02,19.94,1026.04,96.46,normal
482939,20.03,19.98,1026.04,96.4,normal
484348,20.04,20.04,1026.05,96.24,normal
485757,20.05,20.11,1026.05,96.29,normal
487166,20.05,20.16,1026.05,97.5,normal
488575,20.06,20.19,1026.05,97.45,normal
489984,20.06,20.19,1026.06,97.67,normal
491393,20.07,20.18,1026.07,97.62,normal
492802,20.07,20.16,1026.07,98.23,normal
494211,20.08,20.12,1026.07,98.57,normal
495620,20.08,20.09,1026.06,98.52,normal
497029,20.09,20.07,1026.06,98.52,normal
498438,20.09,20.03,1026.05,98.75,normal
499847,20.1,20.01,1026.07,99.03,normal
501256,20.1,19.99,1026.08,99.26,normal
502665,20.11,19.98,1026.08,99.26,normal
504074,20.11,19.97,1026.08,98.57,normal
505483,20.09,19.9,1026.07,100.25,normal
506892,20.07,19.71,1026.05,100.85,normal
508301,20.05,19.56,1026.04,100.97,normal
509710,20.03,19.5,1026.03,100.91,normal
511119,20.02,19.46,1026.03,101.2,normal
512528,20.01,19.43,1026.02,101.39,normal
513937,20,19.42,1026.02,100.73,normal
515346,19.99,19.43,1026.01,100.97,normal
516755,19.98,19.43,1026,101.2,normal
518164,19.98,19.45,1026,100.73,normal
519573,19.97,19.48,1026,101.2,normal
520982,19.97,19.53,1026,101.03,normal
522391,19.97,19.59,1026,101.26,normal
523800,19.97,19.63,1026,101.45,normal
525209,19.97,19.67,1026,101.2,normal
526618,19.97,19.71,1026.01,101.2,normal
528027,19.98,19.73,1026,101.26,normal
529436,19.98,19.75,1026,101.26,normal
530845,19.99,19.76,1026,101.81,normal
630694,19.82,21.1,1026.02,42.78,normal
632103,19.75,21.07,1026.03,52.28,normal
633512,19.71,21.02,1026.04,59.74,normal
634921,19.7,20.96,1026.04,66.23,normal
636330,19.71,20.9,1026.05,71.03,normal
637739,19.72,20.83,1026.05,74.83,normal
639148,19.74,20.77,1026.08,77.91,normal
640557,19.77,20.7,1026.09,80.48,normal
641966,19.79,20.63,1026.1,82.58,normal
643375,19.81,20.58,1026.1,84.54,normal
644784,19.83,20.52,1026.09,85.82,normal
646193,19.85,20.48,1026.08,87.49,normal
647602,19.86,20.45,1026.07,88.21,normal
649011,19.88,20.43,1026.06,88.95,normal
650420,19.89,20.39,1026.05,89.89,normal
651829,19.9,20.34,1026.05,89.98,normal
653238,19.91,20.29,1026.04,91.82,normal
654647,19.92,20.25,1026.04,92.12,normal
656056,19.93,20.21,1026.04,94.17,normal
657465,19.95,20.19,1026.05,94.64,normal
658874,19.96,20.19,1026.05,94.59,normal
660283,19.97,20.2,1026.06,95.22,normal
661692,19.98,20.19,1026.07,96.24,normal
663101,19.98,20.19,1026.08,96.19,normal
664510,19.99,20.17,1026.09,96.57,normal
665919,19.99,20.13,1026.11,96.29,normal
667328,20,20.1,1026.12,97.56,normal
668737,20.01,20.06,1026.14,98.01,normal
670146,20.01,20.02,1026.14,98.18,normal
671555,20.01,19.98,1026.14,97.84,normal
672964,20.01,19.94,1026.15,98.75,normal
674373,20.02,19.89,1026.15,98.86,normal
675782,20.01,19.83,1026.16,99.61,normal
677191,20.01,19.76,1026.15,99.61,normal
678600,20.01,19.72,1026.15,99.73,normal
680009,20.01,19.71,1026.14,100.19,normal
681418,20.01,19.7,1026.11,100.25,normal
682827,20.01,19.7,1026.08,99.9,normal
684236,20.01,19.7,1026.06,100.02,normal
685645,20.01,19.7,1026.03,100.37,normal
687054,20.02,19.7,1026,100.19,normal
688463,20.02,19.7,1025.97,100.55,normal
689872,20.02,19.7,1025.96,101.2,normal
691281,20.03,19.7,1025.96,100.61,normal
692690,20.03,19.7,1025.95,100.67,normal
694099,20.03,19.7,1025.95,100.85,normal
695508,20.04,19.7,1025.96,101.03,normal
696917,20.04,19.7,1025.97,101.2,normal
698326,20.05,19.71,1025.97,101.2,normal
699735,20.05,19.72,1025.98,101.08,normal
701144,20.06,19.73,1025.99,101.08,normal
702553,20.06,19.74,1026,101.08,normal
703962,20.06,19.73,1026.01,101.26,normal
705371,20.07,19.71,1026.02,101.39,normal
706780,20.07,19.69,1026.02,101.45,normal
708189,20.07,19.68,1026.03,101.26,normal
709598,20.08,19.67,1026.03,102.36,normal
711007,20.08,19.65,1026.03,102.11,normal
712416,20.08,19.65,1026.02,102.24,normal
713825,20.08,19.66,1026.03,102.11,normal
715234,20.08,19.69,1026.02,101.57,normal
716643,20.09,19.74,1026.02,101.57,normal
718052,20.09,19.82,1026.02,102.17,normal
719461,20.1,19.87,1026.02,101.57,normal
800974,19.94,21.83,1026.03,44.76,normal
802383,19.87,21.72,1026.04,54.83,normal
803792,19.84,21.58,1026.05,62.27,normal
805201,19.84,21.43,1026.05,68.69,normal
806610,19.85,21.28,1026.05,72.54,normal
808019,19.86,21.14,1026.05,76.37,normal
809428,19.88,21.01,1026.05,79.43,normal
810837,19.9,20.91,1026.04,82.02,normal
812246,19.92,20.8,1026.05,83.8,normal
813655,19.94,20.71,1026.06,85.56,normal
815064,19.96,20.64,1026.06,87.04,normal
816473,19.98,20.57,1026.06,88.31,normal
817882,19.99,20.51,1026.06,89.7,normal
819291,20,20.49,1026.07,90.08,normal
820700,20.02,20.48,1026.06,90.94,normal
822109,20.03,20.49,1026.07,91.04,normal
823518,20.04,20.5,1026.06,92.22,normal
824927,20.05,20.51,1026.06,92.32,normal
826336,20.05,20.52,1026.06,92.42,normal
827745,20.06,20.53,1026.06,94.32,normal
829154,20.07,20.55,1026.05,94.17,normal
830563,20.08,20.57,1026.05,94.69,normal
831972,20.09,20.58,1026.05,94.85,normal
833381,20.09,20.58,1026.05,95.54,normal
834790,20.1,20.56,1026.06,95.92,normal
836199,20.11,20.54,1026.07,96.24,normal
837608,20.12,20.54,1026.07,96.62,normal
839017,20.12,20.53,1026.07,96.57,normal
840426,20.13,20.5,1026.08,97.39,normal
841835,20.13,20.48,1026.08,97.12,normal
843244,20.14,20.44,1026.08,97.95,normal
844653,20.15,20.41,1026.08,97.62,normal
846062,20.15,20.38,1026.08,98.29,normal
847471,20.16,20.34,1026.08,98.18,normal
848880,20.16,20.32,1026.08,98.75,normal
850289,20.17,20.3,1026.08,98.23,normal
851698,20.17,20.27,1026.09,98.46,normal
853107,20.18,20.24,1026.09,98.4,normal
854516,20.18,20.22,1026.09,98.46,normal
855925,20.19,20.2,1026.09,98.23,normal
857334,20.19,20.19,1026.09,98.69,normal
858743,20.2,20.17,1026.08,98.63,normal
860152,20.2,20.16,1026.08,99.2,normal
861561,20.2,20.13,1026.09,100.08,normal
862970,20.21,20.11,1026.09,99.84,normal
864379,20.21,20.09,1026.1,99.78,normal
865788,20.21,20.07,1026.1,100.14,normal
867197,20.21,20.06,1026.11,99.9,normal
868606,20.22,20.05,1026.1,100.49,normal
870015,20.22,20.04,1026.11,100.43,normal
871424,20.22,20.02,1026.11,100.61,normal
872833,20.22,20.01,1026.11,100.67,normal
874242,20.23,20,1026.12,100.79,normal
875651,20.23,20,1026.12,101.03,normal
877060,20.23,20,1026.12,100.85,normal
878469,20.23,20,1026.12,100.73,normal
879878,20.23,20,1026.12,100.49,normal
881287,20.24,20.01,1026.11,101.03,normal
882696,20.24,20.01,1026.11,101.03,normal
884105,20.24,20.01,1026.11,101.03,normal
885514,20.25,20.01,1026.11,101.45,normal
886923,20.25,20.02,1026.11,100.97,normal
888332,20.25,20.03,1026.11,101.39,normal
889741,20.26,20.03,1026.11,101.14,normal
992697,20.07,20.94,1026.11,40.62,normal
994106,19.97,20.88,1026.13,50.04,normal
995515,19.92,20.81,1026.14,57.64,normal
996924,19.9,20.72,1026.15,64.19,normal
998333,19.9,20.65,1026.15,69.3,normal
999742,19.91,20.57,1026.15,73.16,normal
1001151,19.92,20.49,1026.15,76.51,normal
1002560,19.94,20.42,1026.16,79.13,normal
1003969,19.96,20.35,1026.16,81.4,normal
1005378,19.98,20.3,1026.16,83.22,normal
1006787,20,20.25,1026.15,84.8,normal
1008196,20.01,20.22,1026.15,86.34,normal
1009605,20.03,20.19,1026.14,87.49,normal
1011014,20.04,20.17,1026.13,88.4,normal
1012423,20.05,20.17,1026.14,89.04,normal
1013832,20.07,20.15,1026.14,89.98,normal
1015241,20.08,20.13,1026.14,91.43,normal
1016650,20.09,20.12,1026.13,91.72,normal
1018059,20.1,20.09,1026.13,92.32,normal
1019468,20.1,20.06,1026.12,94.12,normal
1020877,20.11,20.03,1026.12,94.48,normal
1022286,20.12,20.01,1026.12,94.95,normal
1023695,20.13,19.98,1026.12,96.13,normal
1025104,20.13,19.97,1026.13,96.08,normal
1026513,20.14,19.96,1026.12,96.62,normal
1027922,20.15,19.94,1026.11,96.79,normal
1029331,20.15,19.93,1026.1,97.06,normal
1030740,20.16,19.92,1026.1,97.06,normal
1032149,20.16,19.92,1026.09,97.78,normal
1033558,20.17,19.91,1026.08,97.67,normal
1034967,20.17,19.9,1026.07,98.23,normal
1036376,20.18,19.89,1026.07,98.4,normal
1037785,20.18,19.87,1026.07,98.63,normal
1039194,20.19,19.86,1026.07,98.69,normal
1040603,20.19,19.83,1026.06,98.92,normal
1042012,20.19,19.8,1026.07,99.03,normal
1043421,20.2,19.79,1026.06,99.49,normal
1044830,20.2,19.77,1026.06,99.55,normal
1046239,20.2,19.74,1026.06,100.19,normal
1047648,20.2,19.72,1026.07,100.14,normal
1049057,20.21,19.71,1026.07,100.02,normal
1050466,20.21,19.7,1026.07,100.37,normal
1051875,20.21,19.7,1026.08,100.37,normal
1053284,20.22,19.69,1026.08,100.55,normal
1054693,20.22,19.69,1026.09,101.2,normal
1056102,20.23,19.71,1026.08,100.31,normal
1057511,20.23,19.72,1026.09,100.67,normal
1058920,20.23,19.73,1026.09,100.73,normal
1060329,20.23,19.76,1026.08,100.25,normal
1061738,20.23,19.78,1026.08,101.45,normal
1063147,20.24,19.79,1026.08,100.97,normal
1064556,20.24,19.8,1026.09,100.97,normal
1065965,20.24,19.79,1026.08,101.26,normal
1067374,20.25,19.79,1026.09,100.91,normal
1068783,20.25,19.8,1026.09,100.85,normal
1070192,20.26,19.82,1026.09,100.97,normal
1071601,20.26,19.83,1026.1,100.55,normal
1073010,20.26,19.85,1026.1,100.25,normal
1074419,20.27,19.88,1026.1,100.49,normal
1075828,20.27,19.9,1026.11,100.14,normal
1077237,20.28,19.93,1026.12,100.55,normal
1078646,20.28,19.94,1026.12,100.73,normal
1080055,20.28,19.96,1026.12,100.97,normal
1081464,20.28,19.97,1026.12,101.2,normal
1352228,20.1,21.09,1026.11,24.52,smoke
1353636,20.01,21.03,1026.11,30.42,smoke
1355045,19.97,20.95,1026.1,36.36,smoke
1356454,19.96,20.87,1026.1,41.61,smoke
1357863,19.96,20.82,1026.11,45.96,smoke
1359272,19.98,20.77,1026.1,50.75,smoke
1360681,20,20.75,1026.1,54.34,smoke
1362090,20.02,20.76,1026.09,57.68,smoke
1363499,20.04,20.78,1026.08,60.46,smoke
1364908,20.06,20.79,1026.08,63.1,smoke
1366317,20.08,20.75,1026.08,65.47,smoke
1367726,20.1,20.7,1026.07,67.33,smoke
1369135,20.11,20.62,1026.07,69.02,smoke
1370544,20.13,20.57,1026.07,70.5,smoke
1371953,20.14,20.51,1026.07,71.93,smoke
1373362,20.16,20.47,1026.07,72.73,smoke
1374771,20.17,20.44,1026.07,73.8,smoke
1376180,20.18,20.39,1026.07,74.96,smoke
1377589,20.19,20.35,1026.08,75.43,smoke
1378998,20.2,20.3,1026.08,76.37,smoke
1380407,20.2,20.26,1026.08,77.06,smoke
1381816,20.21,20.22,1026.08,77.83,smoke
1383225,20.22,20.2,1026.09,77.34,smoke
1384634,20.23,20.18,1026.1,76.44,smoke
1386043,20.23,20.17,1026.1,76.17,smoke
1387452,20.24,20.16,1026.1,74.96,smoke
1388861,20.25,20.16,1026.1,75.29,smoke
1390270,20.25,20.15,1026.11,75.56,smoke
1391679,20.26,20.13,1026.13,76.44,smoke
1393088,20.27,20.12,1026.15,76.99,smoke
1394497,20.27,20.1,1026.15,77.06,smoke
1395906,20.28,20.07,1026.14,77.34,smoke
1397315,20.28,20.06,1026.14,77.83,smoke
1398724,20.29,20.05,1026.14,78.12,smoke
1400133,20.29,20.03,1026.14,78.55,smoke
1401542,20.3,20.01,1026.13,78.7,smoke
1402951,20.3,19.99,1026.14,78.84,smoke
1404360,20.31,19.98,1026.13,78.91,smoke
